Age,NumLoans,NumRealEstateLoans,NumDependents,Num30-59Delinquencies,Num60-89Delinquencies,Income,BalanceToCreditLimit,Delinquent90
5.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0
5.0,4.0,2.0,0,0.0,0.0,4.0,0.006472,0.0
5.0,1.0,0.0,0,0.0,0.0,3.0,0.073924,0.0
2.0,2.0,1.0,1,1.0,1.0,3.0,0.920384,0.0
5.0,4.0,0.0,0,1.0,0.0,3.0,0.28164,0.0
3.0,1.0,0.0,2,0.0,0.0,2.0,0.475952,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4.0,4.0,1.0,2,1.0,0.0,2.0,0.049477,0.0
4.0,3.0,1.0,1,1.0,0.0,0.0,0.609973,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.001564,0.0
3.0,3.0,0.0,1,0.0,0.0,3.0,0.405891,0.0
4.0,4.0,1.0,1,0.0,1.0,3.0,0.815717,0.0
5.0,4.0,1.0,0,0.0,0.0,0.0,0.348997,0.0
5.0,4.0,1.0,1,0.0,0.0,4.0,0.060532,0.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.611921,1.0
3.0,1.0,0.0,1,1.0,0.0,2.0,0.768561,0.0
2.0,1.0,0.0,0,0.0,0.0,3.0,0.575404,0.0
4.0,4.0,1.0,0,0.0,0.0,3.0,0.691456,0.0
6.0,1.0,0.0,0,0.0,0.0,2.0,0.010294,0.0
5.0,4.0,2.0,1,0.0,0.0,5.0,8551.304143479232,0.0
4.0,4.0,1.0,2,1.0,0.0,4.0,0.995761,0.0
4.0,3.0,2.0,1,0.0,0.0,4.0,0.03064,0.0
5.0,4.0,0.0,0,0.0,0.0,2.0,0.006507,0.0
5.0,2.0,0.0,0,1.0,0.0,2.0,0.316211,0.0
4.0,4.0,0.0,0,0.0,0.0,3.0,0.006018,0.0
2.0,1.0,0.0,1,1.0,0.0,2.0,0.010018800000000001,1.0
4.0,0.0,0.0,0,0.0,0.0,0.0,0.010027969999999999,0.0
5.0,2.0,1.0,1,0.0,0.0,3.0,0.209804,0.0
4.0,2.0,0.0,1,0.0,0.0,3.0,0.795459,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.008698,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.010346979999999999,0.0
4.0,4.0,0.0,0,0.0,0.0,4.0,0.038595,0.0
5.0,4.0,1.0,0,0.0,0.0,0.0,0.116734,0.0
3.0,4.0,1.0,2,0.0,0.0,3.0,0.316161,0.0
4.0,5.0,0.0,0,0.0,0.0,3.0,0.01180566,0.0
2.0,2.0,1.0,1,0.0,0.0,3.0,0.744889,0.0
3.0,1.0,0.0,0,0.0,0.0,2.0,0.478362,0.0
4.0,2.0,1.0,0,0.0,0.0,4.0,0.025564,0.0
3.0,4.0,1.0,1,0.0,0.0,3.0,0.049696,0.0
4.0,1.0,0.0,1,0.0,0.0,2.0,0.856989,0.0
4.0,2.0,0.0,0,1.0,0.0,3.0,0.923969,0.0
3.0,3.0,1.0,1,1.0,0.0,3.0,0.01019692,0.0
4.0,1.0,1.0,1,0.0,0.0,3.0,0.099397,0.0
4.0,1.0,1.0,0,0.0,0.0,2.0,0.0,0.0
4.0,2.0,1.0,0,0.0,0.0,0.0,0.124447,0.0
3.0,4.0,1.0,1,0.0,0.0,3.0,0.013016,0.0
4.0,4.0,1.0,1,1.0,0.0,4.0,0.068954,0.0
5.0,2.0,1.0,1,1.0,0.0,3.0,0.0,0.0
3.0,2.0,1.0,0,0.0,0.0,3.0,0.546727,0.0
5.0,4.0,1.0,1,0.0,0.0,3.0,0.231882,0.0
5.0,2.0,1.0,0,0.0,0.0,4.0,0.124419,0.0
5.0,3.0,0.0,0,0.0,0.0,3.0,0.020128,0.0
4.0,2.0,1.0,2,0.0,0.0,4.0,0.0,0.0
3.0,2.0,1.0,0,1.0,0.0,3.0,0.506351,0.0
2.0,2.0,0.0,0,1.0,0.0,2.0,0.10012,1.0
4.0,4.0,1.0,2,0.0,0.0,4.0,0.454782,0.0
3.0,2.0,0.0,2,0.0,0.0,3.0,0.88693,0.0
5.0,3.0,1.0,1,0.0,0.0,4.0,0.056816,0.0
5.0,1.0,1.0,1,0.0,0.0,0.0,0.039474,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.174203,0.0
3.0,1.0,0.0,0,0.0,0.0,2.0,0.01008845,0.0
2.0,1.0,0.0,0,0.0,0.0,3.0,0.839526,0.0
2.0,4.0,1.0,0,0.0,0.0,3.0,0.063939,0.0
5.0,4.0,2.0,0,0.0,0.0,3.0,0.010737,0.0
3.0,1.0,0.0,1,0.0,0.0,0.0,0.059676,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.027069,0.0
4.0,4.0,1.0,1,1.0,0.0,3.0,0.574043,0.0
4.0,4.0,0.0,0,0.0,0.0,0.0,0.399126,0.0
2.0,1.0,0.0,0,1.0,1.0,3.0,0.709389,0.0
3.0,4.0,1.0,1,0.0,0.0,3.0,0.0,0.0
4.0,4.0,1.0,1,0.0,0.0,4.0,0.158735,0.0
3.0,2.0,1.0,1,0.0,0.0,4.0,0.753838,0.0
6.0,3.0,0.0,0,0.0,0.0,0.0,0.013299,0.0
2.0,1.0,0.0,0,0.0,0.0,2.0,0.010019160000000001,0.0
4.0,4.0,1.0,0,0.0,0.0,3.0,0.002125,0.0
4.0,1.0,1.0,1,0.0,0.0,0.0,0.055982,0.0
4.0,3.0,0.0,0,0.0,0.0,3.0,0.030284,0.0
2.0,4.0,1.0,0,0.0,0.0,3.0,0.26714,0.0
4.0,2.0,1.0,1,0.0,0.0,0.0,0.784439,0.0
5.0,1.0,0.0,1,0.0,0.0,2.0,0.035767,0.0
5.0,4.0,0.0,0,0.0,0.0,4.0,0.078824,0.0
2.0,2.0,1.0,1,0.0,0.0,3.0,0.241433,0.0
4.0,3.0,1.0,1,1.0,0.0,3.0,0.125972,0.0
2.0,2.0,1.0,0,0.0,0.0,3.0,0.0,0.0
3.0,3.0,2.0,1,0.0,0.0,4.0,0.006235,0.0
4.0,4.0,1.0,2,0.0,0.0,3.0,0.165485,1.0
5.0,4.0,0.0,0,0.0,1.0,2.0,0.078464,0.0
5.0,3.0,1.0,1,0.0,0.0,0.0,0.010177,0.0
2.0,1.0,0.0,0,0.0,0.0,1.0,0.882066,0.0
5.0,5.0,1.0,0,0.0,0.0,4.0,0.0,0.0
3.0,2.0,1.0,1,0.0,0.0,4.0,0.212251,0.0
4.0,2.0,1.0,1,0.0,0.0,3.0,0.019792,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.098281,0.0
4.0,5.0,0.0,1,0.0,0.0,3.0,0.100146,0.0
2.0,1.0,0.0,2,2.0,0.0,3.0,0.987231,1.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.020418,0.0
1.0,2.0,0.0,0,1.0,1.0,1.0,0.01005002,1.0
2.0,3.0,1.0,1,0.0,0.0,4.0,0.554164,0.0
4.0,4.0,1.0,0,0.0,0.0,5.0,8551.304143479232,0.0
4.0,2.0,1.0,1,0.0,0.0,4.0,0.056499,0.0
4.0,2.0,1.0,0,1.0,0.0,0.0,0.381257,0.0
4.0,5.0,1.0,0,1.0,0.0,3.0,0.016443,0.0
4.0,2.0,1.0,0,0.0,0.0,4.0,0.0,0.0
3.0,2.0,1.0,1,0.0,0.0,4.0,0.591677,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.194312,0.0
1.0,1.0,0.0,0,0.0,0.0,0.0,0.312718,0.0
4.0,4.0,0.0,0,0.0,0.0,2.0,0.0,0.0
5.0,3.0,2.0,1,0.0,0.0,3.0,0.054148,0.0
5.0,2.0,1.0,0,2.0,0.0,3.0,0.548246,0.0
5.0,2.0,0.0,1,0.0,0.0,2.0,0.702578,0.0
4.0,2.0,1.0,0,0.0,0.0,4.0,0.514014,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.332947,0.0
5.0,4.0,0.0,1,0.0,0.0,3.0,0.238305,0.0
3.0,4.0,1.0,0,0.0,0.0,3.0,0.262759,0.0
3.0,1.0,1.0,0,0.0,0.0,4.0,0.0,0.0
4.0,4.0,1.0,1,0.0,0.0,4.0,0.076952,0.0
5.0,3.0,1.0,0,0.0,0.0,2.0,0.930655,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.056738,0.0
4.0,4.0,2.0,1,0.0,0.0,4.0,0.019912,0.0
2.0,4.0,1.0,1,0.0,0.0,3.0,0.411741,0.0
6.0,2.0,1.0,0,0.0,0.0,3.0,0.049167,0.0
4.0,2.0,1.0,1,0.0,0.0,3.0,0.492298,0.0
4.0,2.0,1.0,1,1.0,1.0,2.0,0.124451,1.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.051316,0.0
2.0,0.0,0.0,1,0.0,0.0,0.0,0.01003663,0.0
5.0,2.0,1.0,0,0.0,0.0,0.0,0.017371,0.0
5.0,3.0,0.0,1,0.0,0.0,3.0,0.017999,0.0
4.0,1.0,0.0,1,1.0,0.0,4.0,0.98466,1.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.129992,0.0
2.0,3.0,0.0,0,0.0,0.0,2.0,0.912826,0.0
3.0,1.0,1.0,1,0.0,0.0,3.0,0.041518,0.0
3.0,4.0,0.0,1,0.0,0.0,3.0,0.184753,0.0
5.0,4.0,0.0,0,0.0,0.0,3.0,0.040642,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.117789,0.0
3.0,2.0,1.0,1,0.0,0.0,3.0,0.090531,0.0
4.0,2.0,2.0,0,0.0,0.0,4.0,0.447196,0.0
6.0,1.0,0.0,0,0.0,0.0,0.0,0.000367,0.0
3.0,2.0,1.0,0,0.0,0.0,0.0,0.07425,0.0
2.0,1.0,0.0,0,1.0,0.0,3.0,0.011249,0.0
4.0,2.0,0.0,0,0.0,0.0,2.0,0.026237,0.0
3.0,1.0,0.0,0,1.0,1.0,6.0,0.93108,0.0
5.0,2.0,1.0,0,0.0,0.0,4.0,0.0,0.0
4.0,3.0,1.0,0,0.0,0.0,3.0,0.030218,0.0
4.0,2.0,1.0,1,1.0,0.0,3.0,0.01046173,1.0
3.0,4.0,1.0,1,0.0,0.0,2.0,0.004505,0.0
3.0,3.0,1.0,1,0.0,0.0,4.0,0.39487,0.0
5.0,4.0,1.0,0,0.0,0.0,0.0,0.024812,0.0
4.0,1.0,0.0,1,0.0,0.0,2.0,0.524416,0.0
4.0,4.0,0.0,1,0.0,0.0,3.0,0.082415,0.0
3.0,4.0,2.0,2,1.0,0.0,4.0,0.211215,0.0
6.0,3.0,0.0,0,0.0,0.0,3.0,0.591706,0.0
4.0,1.0,0.0,0,0.0,0.0,0.0,0.050431,0.0
5.0,4.0,2.0,1,0.0,0.0,4.0,0.189596,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.016234,0.0
5.0,1.0,1.0,0,0.0,0.0,3.0,0.043406,0.0
3.0,4.0,1.0,1,0.0,0.0,3.0,0.281678,0.0
4.0,3.0,0.0,1,1.0,0.0,3.0,0.009617,0.0
4.0,5.0,0.0,1,0.0,0.0,3.0,0.541157,1.0
4.0,4.0,1.0,0,0.0,2.0,3.0,0.777636,0.0
1.0,1.0,0.0,0,0.0,0.0,3.0,0.01008067,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.382912,0.0
2.0,1.0,0.0,1,0.0,0.0,3.0,0.05901,0.0
5.0,3.0,1.0,0,0.0,0.0,0.0,0.000298,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.624545,0.0
4.0,2.0,0.0,0,0.0,0.0,3.0,0.025211,0.0
3.0,1.0,1.0,0,0.0,0.0,0.0,0.289556,0.0
5.0,3.0,0.0,0,0.0,0.0,2.0,0.009324,0.0
6.0,1.0,0.0,0,0.0,0.0,2.0,0.042586,0.0
6.0,4.0,1.0,0,0.0,0.0,4.0,0.00519,0.0
2.0,1.0,0.0,0,0.0,0.0,3.0,0.571544,0.0
2.0,2.0,1.0,0,0.0,0.0,3.0,0.448397,0.0
3.0,2.0,0.0,2,1.0,0.0,3.0,0.558336,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.36888,0.0
5.0,4.0,1.0,1,0.0,0.0,4.0,0.066845,0.0
1.0,1.0,0.0,0,0.0,0.0,2.0,0.16348,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.008302,0.0
5.0,4.0,1.0,0,0.0,0.0,4.0,0.190276,0.0
3.0,3.0,1.0,1,0.0,0.0,0.0,0.005701,0.0
4.0,2.0,0.0,0,0.0,0.0,6.0,0.0,0.0
4.0,3.0,1.0,1,1.0,0.0,4.0,0.012712,0.0
6.0,1.0,0.0,0,0.0,0.0,2.0,0.000719,0.0
2.0,1.0,0.0,0,0.0,0.0,3.0,0.01001203,1.0
5.0,1.0,1.0,0,0.0,0.0,3.0,0.285784,0.0
3.0,1.0,0.0,0,0.0,0.0,1.0,0.01001666,0.0
4.0,1.0,1.0,0,0.0,0.0,3.0,0.08154,0.0
4.0,4.0,1.0,0,2.0,0.0,3.0,0.525562,0.0
5.0,3.0,0.0,1,0.0,0.0,4.0,0.006802,0.0
2.0,1.0,0.0,0,0.0,0.0,2.0,0.0,0.0
4.0,1.0,1.0,0,0.0,0.0,3.0,0.906205,0.0
4.0,3.0,0.0,1,0.0,0.0,2.0,0.004773,0.0
6.0,2.0,0.0,0,0.0,0.0,3.0,0.023485,0.0
3.0,3.0,2.0,1,0.0,0.0,3.0,0.009522,0.0
4.0,3.0,0.0,0,0.0,0.0,3.0,0.035909,0.0
3.0,1.0,1.0,0,1.0,1.0,2.0,0.01008859,1.0
4.0,3.0,1.0,1,2.0,0.0,2.0,0.896828,0.0
2.0,4.0,1.0,1,0.0,0.0,3.0,0.01004473,0.0
5.0,2.0,1.0,0,1.0,0.0,3.0,0.646622,0.0
6.0,1.0,0.0,0,0.0,0.0,0.0,0.014744,0.0
3.0,1.0,1.0,1,0.0,0.0,3.0,0.038923,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.293177,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.000102,0.0
5.0,3.0,2.0,1,0.0,0.0,4.0,0.033146,0.0
5.0,1.0,1.0,0,1.0,0.0,2.0,0.01007592,0.0
3.0,1.0,1.0,0,0.0,0.0,2.0,0.635933,0.0
4.0,5.0,0.0,1,0.0,0.0,0.0,0.195997,0.0
3.0,2.0,0.0,0,0.0,0.0,0.0,0.043162,0.0
4.0,4.0,1.0,0,0.0,0.0,0.0,0.719129,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.379517,0.0
2.0,1.0,1.0,0,0.0,0.0,3.0,0.237701,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.005401,0.0
1.0,1.0,0.0,0,0.0,0.0,0.0,0.010086729999999999,0.0
4.0,4.0,2.0,1,0.0,0.0,4.0,0.529143,0.0
5.0,3.0,0.0,0,0.0,0.0,4.0,0.0631,0.0
5.0,2.0,1.0,0,0.0,0.0,3.0,0.572482,0.0
4.0,4.0,1.0,0,0.0,0.0,3.0,0.87938,0.0
5.0,2.0,1.0,0,0.0,0.0,3.0,0.049611,0.0
3.0,2.0,1.0,1,0.0,0.0,3.0,0.0,0.0
4.0,1.0,1.0,0,0.0,0.0,4.0,0.027985,0.0
5.0,3.0,0.0,0,0.0,0.0,0.0,0.04969,0.0
3.0,2.0,1.0,1,0.0,0.0,5.0,0.0,0.0
4.0,3.0,1.0,0,1.0,0.0,3.0,0.11369,0.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.183725,0.0
4.0,4.0,1.0,0,2.0,0.0,4.0,0.315064,0.0
5.0,4.0,1.0,0,1.0,0.0,3.0,0.470198,0.0
5.0,1.0,0.0,0,0.0,0.0,2.0,0.01008175,0.0
5.0,1.0,1.0,0,0.0,0.0,3.0,0.104694,0.0
2.0,4.0,1.0,1,0.0,0.0,2.0,0.257105,0.0
3.0,3.0,1.0,0,1.0,0.0,0.0,0.049779,0.0
3.0,3.0,0.0,0,0.0,0.0,3.0,0.352041,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.005242,0.0
2.0,2.0,1.0,0,0.0,0.0,4.0,0.0,0.0
4.0,1.0,1.0,2,0.0,0.0,4.0,0.147496,0.0
2.0,3.0,0.0,1,0.0,0.0,2.0,0.010068299999999999,0.0
3.0,1.0,1.0,1,0.0,0.0,3.0,0.387642,0.0
4.0,1.0,1.0,0,0.0,0.0,3.0,0.305514,0.0
5.0,2.0,1.0,1,0.0,0.0,3.0,0.106667,0.0
4.0,2.0,1.0,0,0.0,0.0,2.0,0.641301,0.0
4.0,1.0,1.0,2,0.0,0.0,4.0,0.1757,0.0
6.0,4.0,0.0,0,0.0,0.0,0.0,0.005343,0.0
4.0,1.0,0.0,1,0.0,0.0,3.0,0.78322,0.0
2.0,1.0,0.0,0,1.0,1.0,2.0,0.01139475,1.0
3.0,3.0,2.0,0,0.0,0.0,0.0,0.201678,0.0
5.0,3.0,2.0,0,0.0,0.0,4.0,0.0,0.0
5.0,3.0,1.0,0,0.0,0.0,0.0,0.042424,0.0
4.0,1.0,0.0,2,0.0,0.0,4.0,0.620194,0.0
4.0,2.0,1.0,0,1.0,0.0,0.0,0.36235,0.0
5.0,3.0,1.0,0,0.0,0.0,0.0,0.483716,0.0
2.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0
3.0,2.0,1.0,0,0.0,0.0,2.0,0.0637,0.0
6.0,1.0,0.0,1,0.0,0.0,3.0,0.157137,0.0
4.0,2.0,0.0,1,0.0,0.0,4.0,0.010011909999999999,0.0
2.0,2.0,0.0,0,0.0,0.0,0.0,0.0662,0.0
2.0,3.0,1.0,0,0.0,0.0,3.0,0.504003,0.0
4.0,1.0,1.0,1,0.0,0.0,0.0,0.001491,0.0
4.0,2.0,0.0,1,0.0,0.0,3.0,0.6607,0.0
4.0,2.0,2.0,0,0.0,0.0,4.0,0.01196,0.0
5.0,2.0,0.0,2,0.0,0.0,3.0,0.641762,0.0
6.0,4.0,0.0,0,0.0,0.0,3.0,0.001275,1.0
2.0,0.0,0.0,1,0.0,0.0,0.0,0.010040150000000001,1.0
4.0,2.0,1.0,0,0.0,0.0,0.0,0.029727,0.0
4.0,2.0,1.0,0,0.0,0.0,0.0,0.010060050000000001,0.0
5.0,1.0,0.0,0,0.0,0.0,3.0,0.02543,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.01003362,0.0
4.0,4.0,1.0,1,1.0,0.0,3.0,0.666779,0.0
4.0,4.0,1.0,1,1.0,0.0,2.0,0.101841,0.0
4.0,2.0,1.0,1,0.0,0.0,0.0,0.098613,0.0
5.0,5.0,1.0,1,0.0,0.0,3.0,0.177675,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.423984,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.045772,0.0
3.0,1.0,1.0,2,1.0,0.0,4.0,0.637704,0.0
5.0,2.0,0.0,1,0.0,0.0,4.0,0.020181,0.0
2.0,1.0,0.0,0,0.0,0.0,2.0,0.0100926,1.0
3.0,4.0,0.0,1,0.0,0.0,0.0,0.011591,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.104401,0.0
3.0,4.0,1.0,1,0.0,0.0,3.0,0.024334,0.0
2.0,2.0,0.0,0,0.0,1.0,3.0,0.011109389999999999,1.0
4.0,1.0,1.0,1,0.0,0.0,3.0,0.562583,1.0
4.0,2.0,1.0,1,0.0,0.0,0.0,0.000887,0.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.01005037,0.0
2.0,2.0,1.0,0,0.0,0.0,3.0,0.0,0.0
6.0,5.0,1.0,0,0.0,0.0,2.0,0.015135,0.0
2.0,1.0,0.0,0,0.0,0.0,0.0,0.010092110000000001,0.0
4.0,3.0,1.0,1,0.0,0.0,5.0,0.12019,0.0
4.0,3.0,1.0,0,0.0,0.0,3.0,0.372317,0.0
4.0,1.0,0.0,2,0.0,0.0,4.0,0.06664,0.0
4.0,2.0,1.0,1,0.0,0.0,0.0,0.036278,0.0
4.0,4.0,2.0,1,0.0,0.0,3.0,0.309841,0.0
5.0,4.0,2.0,0,1.0,0.0,4.0,0.71482,1.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.001468,0.0
4.0,3.0,1.0,1,2.0,0.0,4.0,0.94393,1.0
3.0,4.0,0.0,1,1.0,0.0,3.0,0.009201,0.0
4.0,3.0,1.0,1,0.0,0.0,4.0,0.303615,0.0
5.0,3.0,1.0,0,0.0,0.0,3.0,0.0,0.0
3.0,2.0,2.0,1,0.0,0.0,3.0,0.261102,0.0
6.0,4.0,1.0,1,0.0,0.0,2.0,0.676788,0.0
4.0,4.0,1.0,0,0.0,0.0,0.0,0.537554,0.0
2.0,1.0,1.0,0,0.0,0.0,3.0,0.138698,0.0
4.0,1.0,1.0,1,1.0,0.0,3.0,0.329787,0.0
4.0,5.0,1.0,1,0.0,0.0,3.0,0.1957,0.0
2.0,2.0,0.0,1,0.0,0.0,3.0,0.128937,0.0
4.0,3.0,1.0,1,0.0,0.0,2.0,0.588126,0.0
4.0,2.0,1.0,0,0.0,0.0,0.0,0.067445,0.0
5.0,2.0,1.0,0,0.0,0.0,4.0,0.010018480000000001,0.0
4.0,2.0,1.0,0,1.0,0.0,3.0,0.01008077,0.0
4.0,1.0,0.0,0,0.0,0.0,3.0,0.144101,0.0
6.0,5.0,0.0,0,0.0,0.0,0.0,0.043239,0.0
3.0,4.0,0.0,0,0.0,0.0,3.0,0.626688,1.0
4.0,1.0,0.0,0,0.0,0.0,0.0,0.147077,0.0
3.0,1.0,0.0,0,1.0,0.0,2.0,0.964683,0.0
5.0,1.0,0.0,1,0.0,0.0,3.0,0.915757,0.0
2.0,2.0,1.0,1,2.0,0.0,3.0,0.010874390000000001,0.0
4.0,3.0,1.0,0,1.0,0.0,3.0,0.334398,1.0
5.0,2.0,0.0,1,0.0,0.0,4.0,0.033356,0.0
5.0,1.0,0.0,1,0.0,0.0,3.0,0.067096,0.0
4.0,2.0,1.0,0,0.0,0.0,3.0,0.552415,0.0
4.0,2.0,1.0,0,1.0,1.0,4.0,0.01000415,1.0
2.0,3.0,0.0,0,0.0,0.0,3.0,0.429889,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.038274,0.0
4.0,2.0,1.0,0,0.0,0.0,4.0,0.001392,0.0
5.0,3.0,0.0,1,0.0,0.0,3.0,0.915662,1.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.054268,0.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.042959,0.0
4.0,2.0,1.0,1,0.0,0.0,4.0,0.001165,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.235375,0.0
2.0,2.0,0.0,0,0.0,0.0,3.0,0.518363,0.0
3.0,4.0,2.0,1,1.0,0.0,5.0,0.117411,0.0
2.0,1.0,1.0,0,0.0,0.0,3.0,0.002133,0.0
2.0,4.0,1.0,1,0.0,0.0,4.0,0.293734,0.0
4.0,1.0,1.0,0,0.0,0.0,3.0,0.084822,0.0
6.0,2.0,0.0,0,0.0,0.0,2.0,0.534739,0.0
3.0,1.0,1.0,0,0.0,0.0,3.0,0.0,0.0
3.0,1.0,0.0,0,0.0,0.0,3.0,0.503822,0.0
3.0,3.0,1.0,0,0.0,0.0,0.0,0.107412,0.0
5.0,3.0,1.0,1,0.0,0.0,3.0,0.0,0.0
5.0,3.0,1.0,1,0.0,0.0,3.0,0.28625,0.0
4.0,3.0,0.0,0,1.0,0.0,4.0,0.443358,0.0
4.0,1.0,0.0,0,0.0,0.0,0.0,0.495486,0.0
5.0,1.0,0.0,1,0.0,0.0,2.0,0.026,0.0
4.0,2.0,2.0,0,0.0,0.0,4.0,0.256078,0.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.060077,0.0
4.0,1.0,0.0,0,0.0,0.0,2.0,1.00003,0.0
2.0,2.0,1.0,0,0.0,0.0,1.0,0.378287,0.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.005644,0.0
2.0,1.0,1.0,0,0.0,0.0,3.0,0.597464,0.0
4.0,1.0,0.0,0,0.0,0.0,2.0,0.051105,0.0
4.0,2.0,0.0,1,1.0,0.0,3.0,0.69803,0.0
4.0,3.0,1.0,0,0.0,1.0,3.0,0.365606,0.0
5.0,2.0,1.0,0,0.0,0.0,0.0,0.068434,0.0
5.0,4.0,1.0,0,0.0,0.0,3.0,0.120161,0.0
4.0,4.0,1.0,1,0.0,0.0,3.0,0.043508,0.0
3.0,2.0,1.0,1,0.0,0.0,3.0,0.0,0.0
5.0,3.0,1.0,1,0.0,0.0,3.0,0.0491,0.0
3.0,2.0,1.0,2,0.0,1.0,3.0,0.42843,0.0
5.0,2.0,1.0,0,0.0,0.0,1.0,0.021274,0.0
5.0,1.0,1.0,0,1.0,1.0,0.0,0.0100067,0.0
4.0,1.0,1.0,0,0.0,0.0,0.0,0.389842,0.0
5.0,2.0,1.0,1,0.0,0.0,4.0,0.089427,0.0
4.0,3.0,1.0,1,0.0,0.0,3.0,0.203018,0.0
5.0,1.0,1.0,0,0.0,0.0,0.0,0.003211,0.0
4.0,1.0,0.0,0,1.0,1.0,3.0,0.169789,0.0
5.0,3.0,0.0,0,0.0,0.0,0.0,0.19482,0.0
4.0,1.0,1.0,2,0.0,0.0,2.0,0.44332,1.0
5.0,1.0,0.0,0,0.0,0.0,0.0,0.115849,0.0
1.0,1.0,0.0,0,0.0,0.0,0.0,0.130196,0.0
4.0,1.0,0.0,0,0.0,0.0,2.0,0.01006307,1.0
3.0,2.0,1.0,0,0.0,0.0,2.0,0.015879,0.0
5.0,2.0,1.0,0,2.0,0.0,0.0,0.0,0.0
3.0,4.0,1.0,0,0.0,0.0,0.0,0.249054,0.0
3.0,3.0,1.0,2,0.0,0.0,3.0,0.386695,0.0
4.0,1.0,0.0,0,0.0,0.0,0.0,0.010019670000000001,0.0
4.0,4.0,1.0,0,0.0,0.0,3.0,0.441867,0.0
4.0,1.0,0.0,1,0.0,0.0,2.0,0.01009477,0.0
3.0,1.0,1.0,0,0.0,0.0,3.0,0.012764,0.0
5.0,2.0,0.0,0,0.0,0.0,4.0,0.005833,0.0
5.0,4.0,1.0,1,0.0,0.0,4.0,0.148478,0.0
5.0,5.0,2.0,0,0.0,0.0,4.0,0.098968,0.0
3.0,1.0,1.0,1,0.0,0.0,4.0,0.0,0.0
5.0,4.0,1.0,1,0.0,0.0,4.0,0.031691,0.0
2.0,0.0,0.0,0,0.0,0.0,0.0,0.01006807,0.0
3.0,2.0,1.0,2,1.0,0.0,3.0,0.199839,0.0
4.0,3.0,2.0,1,0.0,0.0,4.0,0.072385,0.0
4.0,4.0,1.0,0,0.0,0.0,0.0,0.049604,0.0
4.0,2.0,1.0,0,0.0,0.0,2.0,0.042477,0.0
5.0,4.0,1.0,1,0.0,0.0,3.0,0.074485,0.0
5.0,3.0,0.0,0,0.0,0.0,2.0,0.081747,0.0
4.0,1.0,1.0,2,0.0,0.0,4.0,0.257087,0.0
1.0,0.0,0.0,0,0.0,0.0,1.0,0.01001187,0.0
4.0,3.0,1.0,0,0.0,0.0,0.0,0.131667,0.0
4.0,4.0,1.0,2,0.0,0.0,4.0,0.0,0.0
4.0,3.0,1.0,1,1.0,0.0,2.0,0.145579,0.0
4.0,4.0,1.0,2,0.0,0.0,4.0,0.401009,0.0
3.0,2.0,0.0,1,0.0,0.0,2.0,0.051108,0.0
6.0,3.0,0.0,0,0.0,0.0,3.0,0.029203,0.0
4.0,2.0,1.0,2,0.0,0.0,3.0,0.291953,0.0
